État civil,Mode d'application,Ordre d'application,Cours,Présence jour/soir,Qualification antérieure,Nationalité,Qualification mère,Qualification père,Occupation mère,Occupation père,Déplacé,Besoins éducatifs spéciaux,Dettes,Frais de scolarité à jour,Sexe,Bourse,Âge à l'inscription,International,Unités curriculaires 1er semestre (créditées),Unités curriculaires 1er semestre (inscrits),Unités curriculaires 1er semestre (évaluations),Unités curriculaires 1er semestre (approuvées),Unités curriculaires 1er semestre (note),Unités curriculaires 1er semestre (sans évaluations),Unités curriculaires 2e semestre (créditées),Unités curriculaires 2e semestre (inscrits),Unités curriculaires 2e semestre (évaluations),Unités curriculaires 2e semestre (approuvées),Unités curriculaires 2e semestre (note),Unités curriculaires 2e semestre (sans évaluations),Taux de chômage,Taux d'inflation,PIB,Cible
Célibataire,2e phase – contingent général,1,Éducation de base,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude supérieure – diplôme,Spécialistes en activités intellectuelles et scientifiques,Spécialistes en activités intellectuelles et scientifiques,Oui,Non,Non,Non,Femme,Non,29,Non,0,6,9,6,16.333333333333332,0,0,6,8,5,15.6,0,12.7,3.7,-1.7,0
Célibataire,Changement de cours,1,Équiniculture,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude supérieure – diplôme,Spécialistes en activités intellectuelles et scientifiques,Spécialistes en activités intellectuelles et scientifiques,Non,Non,Non,Oui,Femme,Non,20,Non,10,17,29,14,12.5625,4,7,12,24,12,12.857142857142858,1,15.5,2.8,-4.06,1
Célibataire,Titulaires d'autres formations supérieures,1,Soins infirmier,Jour,Étude supérieure – diplôme,Portugais,Étude supérieure – diplôme,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,Personnel administratif,Non,Non,Non,Oui,Femme,Non,26,Non,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0
Célibataire,1ère phase – contingent général,2,Service social,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude secondaire – 12e année de scolarité ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,21,Non,0,6,8,5,12.4,0,0,6,6,6,12.0,0,12.4,0.5,1.79,1
Célibataire,3ème phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Oui,Femme,Oui,19,Non,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,9.4,-0.8,-3.12,1
Célibataire,2e phase – contingent général,2,Tourisme,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Oui,Oui,Femme,Non,19,Non,0,6,10,6,12.166666666666666,0,0,6,8,5,11.666666666666666,0,16.2,0.3,-0.92,0
Célibataire,3ème phase – contingent général,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,Techniciens et professions de niveau intermédiaire,Non,Non,Oui,Oui,Femme,Non,20,Non,0,6,13,4,10.8,0,0,6,15,4,12.0,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,6,Soins infirmier,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Oui,18,Non,0,7,8,7,13.26,0,0,8,8,8,14.28625,0,15.5,2.8,-4.06,1
Célibataire,1ère phase – contingent général,2,Journalisme et communication,Jour,Étude secondaire,Portugais,2ème cycle du cursus général du lycée,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Techniciens et professions de niveau intermédiaire,Étudiant,Oui,Non,Non,Non,Femme,Non,20,Non,0,6,10,4,12.0,0,0,6,15,3,10.666666666666666,0,7.6,2.6,0.32,0
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Oui,Non,Oui,Femme,Oui,20,Non,0,6,9,6,11.875,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,1,Journalisme et communication,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,6,6,13.333333333333334,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12,1
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Soins infirmiers vétérinaires,Jour,Cours de spécialisation technologique,Portugais,Étude supérieure – diplôme,Étude supérieure – diplôme,Spécialistes en activités intellectuelles et scientifiques,Spécialistes en activités intellectuelles et scientifiques,Oui,Non,Non,Oui,Femme,Non,22,Non,2,6,7,6,14.428571428571429,0,1,6,9,5,13.0,0,13.9,-0.3,0.79,1
Célibataire,2e phase – contingent général,1,Agronomie,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Spécialistes en activités intellectuelles et scientifiques,Oui,Non,Non,Oui,Femme,Oui,19,Non,0,6,7,6,15.0,0,0,6,8,6,14.333333333333334,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,2,Hygiène buccale (Dentiste ou Hygiéniste dentaire),Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,18,Non,0,7,9,7,15.155555555555557,0,0,8,8,8,16.8,0,12.7,3.7,-1.7,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Opérateurs liés aux données, à la comptabilité, aux statistiques, aux services financiers et aux registres",Conducteurs de véhicules et opérateurs d’équipements mobiles,Oui,Non,Oui,Oui,Femme,Non,20,Non,0,6,8,6,10.666666666666666,0,0,6,7,6,11.857142857142858,0,11.1,0.6,2.02,1
Célibataire,2e phase – contingent général,1,Éducation de base,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,9,5,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,0
Célibataire,2e phase – contingent général,2,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,21,Non,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,Personnel administratif,Non,Non,Non,Oui,Femme,Non,19,Non,0,6,7,6,12.285714285714286,0,0,6,7,6,12.0,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,5,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,18,Non,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,0
Célibataire,1ère phase – contingent général,4,Journalisme et communication,Jour,Étude secondaire,Italien,Autre – 11e année de scolarité,Autre – 11e année de scolarité,Autre situation,Personnel administratif,Oui,Non,Non,Oui,Femme,Non,18,Oui,0,6,6,6,12.666666666666666,0,0,6,8,5,14.4,0,7.6,2.6,0.32,1
Célibataire,2e phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,Travailleurs sans compétences,Oui,Non,Oui,Non,Femme,Oui,21,Non,0,6,16,2,13.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,0
Célibataire,1ère phase – contingent général,1,Gestion,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Oui,Oui,Femme,Non,19,Non,0,5,10,5,10.875,0,0,5,8,4,12.4,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,1,Gestion,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,5,5,5,12.8,0,0,5,8,5,11.6,0,9.4,-0.8,-3.12,1
Célibataire,2e phase – contingent général,3,Service social,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,Métiers des Forces armées,Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,10,5,11.285714285714286,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,0
Célibataire,1ère phase – contingent général,1,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,Étude supérieure – doctorat,Étude supérieure – diplôme,Techniciens et professions de niveau intermédiaire,Techniciens et professions de niveau intermédiaire,Non,Non,Non,Oui,Femme,Non,18,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,1
Célibataire,Changement de cours,1,Tourisme,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Oui,19,Non,0,6,0,0,0.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,0
Célibataire,2e phase – contingent général,2,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude secondaire – 12e année de scolarité ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,20,Non,0,7,9,6,13.766666666666666,0,0,8,9,8,13.744444444444444,0,16.2,0.3,-0.92,0
Célibataire,1ère phase – contingent général,3,Soins infirmier,Jour,Étude secondaire,Portugais,10ème année de scolarité,Cours de commerce général,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs","Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Oui,Non,Non,Non,Femme,Non,18,Non,0,8,9,6,12.758333333333333,1,0,8,9,6,12.758333333333333,1,9.4,-0.8,-3.12,0
Célibataire,1ère phase – contingent général,1,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Opérateurs d'installations, de machines et ouvriers d'assemblage","Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,0
Célibataire,1ère phase – contingent général,1,Conception de communications,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,6,6,12.666666666666666,0,0,6,8,6,13.25,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Femme,Oui,19,Non,0,6,8,6,12.25,0,0,6,8,6,12.0,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,2,Gestion,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,20,Non,0,5,8,3,11.333333333333334,0,0,5,8,5,12.2,0,7.6,2.6,0.32,1
Célibataire,2e phase – contingent général,5,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,7,9,7,13.507142857142856,0,0,8,12,8,13.05,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,3,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs","Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Oui,Non,Non,Oui,Femme,Non,18,Non,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,1
Célibataire,Plus de 23 ans,1,Tourisme,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Non,Non,Oui,Oui,Femme,Non,25,Non,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0
Célibataire,2e phase – contingent général,5,Conception de communications,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Non,Femme,Non,18,Non,0,6,9,4,11.5,1,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,5,Journalisme et communication,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,7,6,12.333333333333334,0,0,6,7,6,12.5,0,8.9,1.4,3.51,1
Célibataire,2e phase – contingent général,2,Hygiène buccale (Dentiste ou Hygiéniste dentaire),Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Personnel administratif,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,7,7,7,11.971428571428572,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,1
Célibataire,1ère phase – contingent général,1,Gestion,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Opérateurs d'installations, de machines et ouvriers d'assemblage",Non,Non,Oui,Non,Femme,Oui,20,Non,0,5,12,2,13.0,1,0,5,13,2,11.5,0,9.4,-0.8,-3.12,0
Célibataire,2e phase – contingent général,4,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,Personnel administratif,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,20,Non,0,5,12,2,13.5,0,0,5,12,5,11.285714285714286,1,10.8,1.4,1.74,1
Célibataire,2e phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,21,Non,0,6,8,6,12.166666666666666,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,1
Célibataire,1ère phase – contingent général,2,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude secondaire – 12e année de scolarité ou équivalent,Spécialistes en activités intellectuelles et scientifiques,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,19,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,1
Marié(e),Plus de 23 ans,1,Service Social (présence en soirée),Soir,Autre – 11e année de scolarité,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,42,Non,0,6,6,6,11.666666666666666,0,0,6,6,6,13.666666666666666,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,1,Conception de communications,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Non,Non,Non,Oui,Femme,Oui,19,Non,0,6,7,5,13.4,0,0,6,6,6,12.833333333333334,0,15.5,2.8,-4.06,1
Célibataire,1ère phase – contingent général,6,Tourisme,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,11,6,12.0,0,0,6,11,4,12.5,0,8.9,1.4,3.51,1
Célibataire,Ordonnance No. 854-B/99,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,21,Non,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Oui,Femme,Oui,20,Non,0,6,8,6,12.125,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,1,Éducation de base,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Techniciens et professions de niveau intermédiaire,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,20,Non,0,7,7,7,13.857142857142858,0,0,7,7,7,13.285714285714286,0,11.1,0.6,2.02,1
Célibataire,1ère phase – contingent général,4,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,19,Non,0,7,9,7,14.283333333333337,0,0,8,9,8,13.125555555555556,0,15.5,2.8,-4.06,1
Célibataire,Transfert,1,Service social,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,21,Non,10,13,21,11,13.272727272727272,0,6,11,13,9,13.0,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,1,Conception de communications,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Techniciens et professions scientifiques et ingénieries de niveau intermédiaire,"Travailleurs non qualifiés dans les industries extractives, la construction, la fabrication et les transports",Oui,Oui,Non,Oui,Femme,Non,19,Non,0,6,6,6,14.666666666666666,0,0,6,7,6,15.142857142857142,0,8.9,1.4,3.51,1
Célibataire,1ère phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Oui,19,Non,0,7,10,7,15.114999999999998,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,1
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Soins infirmiers vétérinaires,Jour,Cours de spécialisation technologique,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Métiers des Forces armées,Oui,Non,Non,Oui,Femme,Non,22,Non,1,6,13,6,15.0,0,1,6,7,6,13.142857142857142,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,2,Éducation de base,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude secondaire – 12e année de scolarité ou équivalent,Techniciens et professions de niveau intermédiaire,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Oui,Femme,Non,21,Non,0,6,8,5,13.2,0,0,6,9,5,14.333333333333334,0,9.4,-0.8,-3.12,1
Célibataire,2e phase – contingent général,4,Tourisme,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Oui,18,Non,0,6,14,2,11.0,0,0,6,14,3,10.333333333333334,0,7.6,2.6,0.32,0
Célibataire,1ère phase – contingent général,4,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude supérieure – diplôme,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Spécialistes en activités intellectuelles et scientifiques,Non,Non,Non,Oui,Femme,Oui,20,Non,0,8,8,7,14.565714285714288,0,0,8,8,7,14.565714285714288,0,10.8,1.4,1.74,1
Célibataire,2e phase – contingent général,2,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,2ème cycle du cursus général du lycée,Étude de base de 1er cycle (4e/5e année) ou équivalent,Étudiant,Étudiant,Oui,Non,Oui,Non,Femme,Non,18,Non,0,5,8,3,12.0,0,0,5,6,4,10.75,0,7.6,2.6,0.32,0
Célibataire,2e phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,20,Non,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0
Célibataire,2e phase – contingent général,4,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Techniciens et professions de niveau intermédiaire,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,23,Non,0,7,7,6,13.796666666666669,0,0,8,11,7,13.775,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,2,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Techniciens et professions de niveau intermédiaire,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,6,6,14.833333333333334,0,0,6,6,6,15.333333333333334,0,12.7,3.7,-1.7,1
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Service social,Jour,Cours de spécialisation technologique,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,20,Non,3,6,6,6,12.833333333333334,0,2,6,6,6,13.833333333333334,0,12.4,0.5,1.79,1
Célibataire,2e phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,18,Non,0,8,8,7,14.962857142857144,0,0,8,8,7,14.962857142857144,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,6,Gestion,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,20,Non,0,5,8,4,12.0,0,0,5,8,5,11.2,0,11.1,0.6,2.02,1
Célibataire,3ème phase – contingent général,2,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude supérieure – diplôme,Techniciens et professions de niveau intermédiaire,Spécialistes en activités intellectuelles et scientifiques,Oui,Non,Non,Oui,Femme,Non,18,Non,0,7,8,7,12.4,0,0,8,9,8,12.8,0,16.2,0.3,-0.92,1
Célibataire,2e phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude supérieure – diplôme,Spécialistes en activités intellectuelles et scientifiques,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Oui,Non,Non,Oui,Femme,Non,20,Non,0,6,7,6,15.571428571428571,0,0,6,6,6,17.166666666666668,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,5,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Non,19,Non,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,1
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Soins infirmiers vétérinaires,Jour,Cours de spécialisation technologique,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,Personnel administratif,Non,Non,Non,Oui,Femme,Non,21,Non,2,6,9,6,13.142857142857142,0,0,6,9,6,12.166666666666666,0,13.9,-0.3,0.79,1
